appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
359940,Shadows Peak,2017-03-13,1,Andrii Vintsevych,Andrii Vintsevych,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Horror;Adventure;Survival Horror,21,139,62,0,0,0-20000,7.19
860670,❂ Hexaluga ❂ Dungeons and Hunting ☠,2018-05-22,1,hede,hede,windows,0,Single-player,Action;Adventure;Indie;RPG;Strategy;Early Access,Early Access;Indie;Strategy,0,3,3,0,0,0-20000,5.19
445550,Watson's Watch,2016-06-06,1,Retro Warp Gaming,Retro Warp Gaming,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Casual;Indie;RPG;Early Access,Early Access;RPG;Indie,7,9,2,0,0,0-20000,5.59
754380,War on Drugs VR,2018-08-13,1,zedzag,zedzag,windows,0,Single-player,Violent;Action;Indie;Early Access,Early Access;Action;Indie,0,0,2,0,0,0-20000,0.79
524850,Alicemare,2016-11-21,1,△○□× (Miwashiba),AGM PLAYISM,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Anime,13,408,53,95,140,20000-50000,1.99
858680,Black Paradox,2018-07-27,1,Fantastico Studio,Digerati,windows;mac,0,Single-player;Multi-player;Local Co-op;Shared/Split Screen;Full controller support;Steam Cloud;Stats,Action;Indie;Early Access,Early Access;Indie;Action,18,27,3,0,0,0-20000,9.29
334850,1931: Scheherazade at the Library of Pergamum,2015-03-26,1,"Black Chicken Studios, inc.","Black Chicken Studios, inc.",windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;RPG;Simulation,Simulation;RPG;Indie,91,77,37,0,0,20000-50000,11.39
661330,Layers,2017-11-13,1,Salus Games,Salus Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop;Includes level editor,Casual;Indie,Indie;Casual;Puzzle,10,2,0,0,0,0-20000,0.79
1037540,Brave knight runner,2019-03-17,1,Zotdinex, Zotdinex,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,1,0,0,0,0-20000,0.79
576030,MHRD,2017-01-05,1,Funghisoft,Funghisoft,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Simulation,Indie;Simulation;Programming,7,191,19,698,698,0-20000,6.99
569640,ZombieFight VR,2017-06-15,1,"Beijing Elysium Interactive Technology Co.,Ltd.","Beijing Elysium Interactive Technology Co.,Ltd.",windows,0,Single-player,Action;Adventure;RPG,Action;Adventure;RPG,0,30,28,0,0,0-20000,14.99
834150,Glare1more,2018-09-14,1,Kurenaibook,Kurenaibook,windows,0,Single-player,Adventure;Indie,Adventure;Indie;Visual Novel,0,84,5,0,0,0-20000,6.28
521580,Where are my Internets?,2016-12-16,1,Lokator Studio,DNVA,windows;mac;linux,0,Single-player;Local Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie,Indie;Board Game;RPGMaker,45,47,17,271,271,50000-100000,1.99
845860,Gem Rush,2018-08-06,1,"Quicksilver Software, Inc.","Quicksilver Software, Inc.",windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Steam Achievements,Casual;Indie;Strategy,Casual;Strategy;Indie,52,6,1,0,0,0-20000,7.19
381020,Sky Rogue,2017-08-24,1,Fractal Phase,Fractal Phase,windows;mac;linux,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud,Action;Indie;Simulation,Action;Indie;Flight,28,614,51,799,799,20000-50000,14.99
674890,Mechsprofit: Mech Tycoon Simulator,2018-05-04,1,Rahmat Nata Djaja,Rahmat Nata Djaja,windows,0,Single-player,Casual;Indie;Simulation;Strategy;Early Access,Early Access;Indie;Casual,0,9,1,0,0,0-20000,11.39
848660,Cool Headed,2018-09-06,1,joqlepecheur,joqlepecheur,windows,0,Single-player;Steam Achievements,Indie,Indie;Puzzle;Programming,18,6,0,0,0,0-20000,2.89
286660,Avoid - Sensory Overload,2014-04-08,1,48h Studio,Strategy First,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Indie,Action;Indie;Arcade,52,154,26,188,188,20000-50000,3.99
680940,Riot Street,2019-03-18,1,Antispace Studios,Antispace Studios,windows,0,Multi-player;Online Multi-Player;Partial Controller Support,Action;Indie;Early Access,Early Access;Action;Indie,0,5,12,0,0,0-20000,7.19
363680,Battlefleet Gothic: Armada,2016-04-21,1,Tindalos Interactive,Focus Home Interactive,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled,Strategy,Strategy;Space;Warhammer 40K,50,3048,1435,856,1647,200000-500000,24.99
383710,Princess Kaguya: Legend of the Moon Warrior,2015-08-04,1,Zoo Corporation,Zoo Corporation,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action,Action;Beat 'em up;Female Protagonist,40,21,32,273,273,0-20000,7.99
955190,Blueprint Word: Classroom,2018-12-05,1,Shard Real,Shard Real,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Casual;Indie;Puzzle,6,5,0,0,0,0-20000,1.69
812020,Elea - Episode 1,2018-09-06,1,Kyodai Ltd,SOEDESCO Publishing,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Space,19,59,25,0,0,0-20000,8.99
868040,Stick Spartans,2018-06-15,1,Sugoi Yellow,Sugoi Yellow,windows,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Casual;Indie,Indie;Casual;Action,7,3,1,0,0,0-20000,8.29
979290,Christmas Defence,2018-12-18,1,Umnyasha Games,Umnyasha Games,windows,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie;Strategy,Strategy;Action;Indie,12,2,6,0,0,0-20000,2.09
488280,Gun Done,2016-06-13,1,AZAMATIKA,AZAMATIKA,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards,Casual;Indie,Casual;Indie;Pixel Graphics,6,484,49,13,13,20000-50000,0.79
1064580,CaptainMarlene,2019-04-23,1,Dnovel,Dnovel,windows,0,Single-player,Adventure;Indie;Early Access,Early Access;Indie;Adventure,0,13,0,0,0,0-20000,9.29
575690,PARKAN: THE IMPERIAL CHRONICLES,2017-01-23,1,NIKITA ONLINE,NIKITA ONLINE,windows,0,Single-player,Adventure;RPG;Simulation;Strategy,Adventure;RPG;Simulation,0,21,2,0,0,0-20000,1.99
431450,Alchemist's Awakening,2016-03-21,1,Osaris Games,Osaris Games,windows,0,Single-player;Multi-player;Co-op;Online Co-op;Steam Trading Cards;Steam Workshop;Includes level editor,Action;Indie;Early Access,Early Access;Indie;Action,0,232,59,119,119,0-20000,11.99
259940,YOU DON'T KNOW JACK Vol. 2,2013-11-05,1,"Jackbox Games, Inc.","Jackbox Games, Inc.",windows,0,Single-player;Multi-player,Casual;Indie,Casual;Indie;Comedy,0,25,11,0,0,50000-100000,1.99
553180,Are You Ready?,2017-02-10,1,Time Gap Studio,NedoStudio,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Casual;Indie,Casual;Action;Indie,18,6,3,0,0,50000-100000,0.79
550360,One Of The Last,2017-12-20,1,Deep Voodoo Gaming,Deep Voodoo Gaming,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements,Violent;Gore;Action;Adventure;Casual;Indie;Strategy,Action;Strategy;Adventure,10,30,15,0,0,0-20000,5.79
880600,Devastator Arena,2018-07-27,1,Petrodiy-Games,Atriagames,windows,0,Single-player,Action;Indie,Action;Indie;FPS,0,13,4,0,0,0-20000,2.89
1028950,Transhaping,2019-02-25,1,Unbound Interactive,Unbound Interactive,windows;mac,0,Single-player;Co-op;Local Co-op;Shared/Split Screen,Casual;Indie,Indie;Casual,12,1,0,0,0,0-20000,10.29
711660,CHUCHEL,2018-03-07,1,Amanita Design,Amanita Design,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,7,976,335,245,245,100000-200000,7.99
621010,Headmaster,2017-08-30,1,Frame Interactive,Frame Interactive,windows,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie;Sports,Sports;Action;Indie,14,18,1,0,0,0-20000,15.99
753960,Jida Chronicle Chaos frontier VR,2017-12-28,1,Iron Helmet,Iron Helmet,windows,0,Single-player,Action;Adventure;Indie;RPG,Adventure;Action;Indie,1,7,5,0,0,0-20000,2.89
259600,Finding Teddy,2013-12-03,1,Storybird,LookAtMyGame;Plug In Digital,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Point & Click,19,709,147,139,139,100000-200000,5.99
648350,Jurassic World Evolution,2018-06-11,1,Frontier Developments,Frontier Developments,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Simulation;Strategy,Building;Dinosaurs;Management,62,9824,4060,1201,1509,500000-1000000,34.99
392780,Mondrian - Abstraction in Beauty,2015-09-21,1,Lantana Games,Lantana Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Casual;Indie,Indie;Casual;Colorful,39,20,7,0,0,0-20000,3.99
763540,Hitori,2018-01-12,1,Sly,SlyGames,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,33,11,8,0,0,0-20000,0.78
906880,goto,2018-08-17,1,Alien Jellyfish,Alien Jellyfish,windows,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie,Indie;Casual;Relaxing,100,7,2,0,0,0-20000,0.79
719110,Imperil,2017-11-01,1,Polybit,Polybit,windows;mac,0,Single-player;Full controller support,Action;Adventure;Indie,Action;Adventure;Indie,0,7,1,0,0,0-20000,1.69
417890,Apotheon Arena,2015-12-08,1,Alientrap,Alientrap,windows,0,Single-player;Multi-player;Shared/Split Screen;Full controller support,Action;Free to Play;Indie,Free to Play;Action;Indie,0,758,166,35,52,200000-500000,0.0
950130,Evidence of Life,2018-11-19,1,JustWall Games;Albatross Wirehead,JustWall Games,windows,0,Single-player;Steam Achievements,Indie,Indie;2D;Action-Adventure,35,7,1,0,0,0-20000,3.99
343370,SLAMMED!,2015-01-30,1,Choice of Games,Choice of Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;RPG,RPG;Indie;Choose Your Own Adventure,70,92,5,0,0,0-20000,3.99
455080,Awakening: The Redleaf Forest Collector's Edition,2016-03-28,1,Boomzap Entertainment,Big Fish Games,windows,0,Single-player;Steam Trading Cards,Adventure;Casual,Adventure;Casual;Hidden Object,0,4,1,0,0,0-20000,6.99
918380,Choice of Magics,2018-08-10,1,Choice of Games,Choice of Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,Indie;Adventure;RPG,100,72,5,0,0,0-20000,5.19
519980,Trains VR,2018-08-30,1,The House of Fables,The House of Fables,windows,0,Single-player;Steam Achievements,Casual;Indie;Simulation;Strategy,Indie;Trains;Casual,22,17,3,0,0,0-20000,11.39
522730,God Of Arrows VR,2016-11-02,1,Reactor Entertainment,Reactor Entertainment,windows,0,Single-player;Stats;Steam Leaderboards,Action;Casual;Indie;Simulation;Early Access,Early Access;Action;Indie,0,30,8,0,0,0-20000,2.09
577080,A Dump in the Dark,2018-01-24,1,Oubliette,Oubliette,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Sexual Content;Nudity;Violent;Gore;Action;Adventure;Casual;Indie;Simulation;Strategy,Gore;Nudity;Sexual Content,10,117,64,282,282,0-20000,1.69
352790,Futuridium EP Deluxe,2016-01-07,1,MixedBag Srl,AGM PLAYISM,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Colorful,13,13,5,0,0,0-20000,6.99
746840,Chronicles of Magic: Divided Kingdoms,2018-03-22,1,The House of Fables,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Casual;Adventure;Hidden Object,27,9,5,0,0,0-20000,11.39
493580,Hidden Object - 12 in 1 bundle,2016-09-01,1,Mzone,Games for All,windows,0,Single-player,Adventure,Adventure;Hidden Object,0,25,36,0,0,0-20000,4.79
62000,Flight Control HD,2010-11-18,1,Firemint,Firemint,windows;mac,0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Casual,Casual;Action;Arcade,16,406,36,85,85,50000-100000,2.99
615630,The Sniper VR,2017-08-25,1,iVRstudio,"iVR, LLC.",windows,0,Single-player,Action;Simulation;Strategy,Action;Simulation;Strategy,0,21,13,0,0,0-20000,3.99
1037950,迷宫战争(Maze Wars),2019-04-01,1,YouJing,YouJing,windows,0,Single-player,Adventure;Casual;RPG;Strategy,Casual;Strategy;RPG,0,3,3,0,0,0-20000,2.89
933920,GIRLS VR UNCENSORED!!!,2018-09-28,1,Eroticon VR,Eroticon VR,windows,0,Single-player,Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;Racing;RPG;Simulation;Sports;Strategy,Sexual Content;Nudity;Simulation,0,3,2,0,0,0-20000,9.29
744550,Tactical Operations,2017-12-04,1,LillyWelland inc.,Bitlock Studio,windows,0,Single-player,Action;Indie,Action;Indie,0,5,11,0,0,0-20000,1.69
246920,Bombernauts,2017-12-29,1,Eyebrow Interactive,Eyebrow Interactive,windows;mac;linux,0,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,Action;Indie,Action;Indie;Multiplayer,9,113,10,0,0,20000-50000,6.99
347170,Combat Air Patrol 2: Military Flight Simulator,2016-06-06,1,Sim155 Limited,Sim155 Limited,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie;Simulation;Strategy;Early Access,Early Access;Simulation;Flight,0,102,88,0,0,0-20000,22.99
416110,Blitz Breaker,2016-02-02,1,Boncho Games,Boncho Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Action;Indie;Platformer,13,88,12,0,0,0-20000,0.79
953820,Parkan: Iron Strategy,2018-11-06,1,Nikita Online,NikitaOnline,windows,0,Single-player,Action;Adventure;Simulation,Action;Simulation;Adventure,0,6,0,0,0,0-20000,2.09
649000,You Shall Not Jump: PC Master Race Edition,2017-06-22,1,Time Robbers,Time Robbers,windows;mac;linux,0,Single-player;Steam Achievements,Action;Indie,Action;Indie,56,4,2,0,0,0-20000,3.99
429470,Space Pilgrim Episode I: Alpha Centauri,2015-12-21,1,Pilgrim Adventures;GrabTheGames Studios,GrabTheGames,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;RPGMaker;Sci-fi,7,749,113,321,306,200000-500000,0.9
425300,Super Button Soccer,2016-07-20,1,Smyowl Game Studio,Smyowl Game Studio,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Sports,Sports;Indie;Multiplayer,39,60,21,0,0,0-20000,4.99
661280,Dresden Files Cooperative Card Game,2017-10-30,1,Hidden Achievement LLC,Hidden Achievement LLC,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Indie;Casual;Strategy,24,41,9,0,0,0-20000,13.49
1014660,Baby Bee,2019-02-01,1,Momentum;Patito,Momentum Games,windows;mac,0,Single-player;Steam Achievements,Adventure;Casual;Indie;Strategy,Casual;Indie;Strategy,19,1,0,0,0,0-20000,2.89
812110,Alice in Wonderland - Hidden Objects,2018-03-06,1,Mzonestudio,Microïds Indie,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,7,9,0,0,0-20000,1.69
319450,Chariot,2014-11-12,1,Frima Studio,Frima Studio;Microids Indie,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Adventure;Indie,Adventure;Indie;Local Co-Op,46,172,44,28,28,50000-100000,10.99
662840,Abo Khashem,2018-02-22,1,Moving Dimensions,Moving Dimensions,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Casual;Indie;RPG,Adventure;RPG;Casual,38,23,6,0,0,0-20000,23.79
589470,Myrne: The Quest,2017-05-31,1,Beldarak Games,Beldarak Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie;RPG,Action;Indie;RPG,10,20,4,0,0,0-20000,5.99
891650,Vegetable couple,2018-07-13,1,Sly,SlyGames,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,1,6,5,0,0,0-20000,0.78
491060,League of Evil,2016-10-25,1,Ratalaika Games S.L.;Woblyware,Ratalaika Games S.L.,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,Action;Indie,Action;Indie;Platformer,14,15,3,0,0,0-20000,5.59
551570,Sarab: Duji Tower,2016-11-17,1,Abdulla Hassan Al-Farsi,Abdulla Hassan Al-Farsi,windows,0,Single-player;Full controller support,Adventure;Indie;RPG,RPG;Indie;Adventure,0,19,1,1,1,0-20000,1.59
684560,Beyond the Wall,2017-08-08,1,Leprechaun Games,Leprechaun Games,windows;mac;linux,0,Single-player,Violent;Gore;Action;Casual;Indie;Early Access,Early Access;Action;Indie,0,7,6,0,0,0-20000,2.09
292380,Racer 8,2014-06-06,1,30.06 Studios Ltd,KISS ltd,windows;mac,0,Single-player;Steam Trading Cards;Steam Leaderboards,Casual;Racing,Casual;Racing;Puzzle,0,608,744,194,245,200000-500000,3.99
310640,European Fishing,2014-11-20,1,Funky Logic Studios,Libredia,windows,0,Single-player,Simulation,Simulation;Fishing,0,4,22,0,0,0-20000,2.09
533780,Zombie Defense,2016-09-30,1,Home Net Games,Home Net Games,windows;mac;linux,0,Single-player;In-App Purchases;Steam Cloud,Action;Casual;Free to Play;Indie;Strategy,Free to Play;Zombies;Tower Defense,0,1233,265,583,393,200000-500000,0.0
1008320,Epic Adventures: La Jangada,2019-01-20,1,Urchin Games,HH-Games,windows,0,Single-player,Casual,Casual;Indie;Hidden Object,0,4,1,0,0,0-20000,2.89
220700,RPG Maker VX Ace,2012-12-10,1,KADOKAWA,Degica,windows,0,Steam Trading Cards;Steam Workshop,Design & Illustration;Web Publishing,Game Development;RPG;RPGMaker,0,3372,210,405,465,500000-1000000,52.99
992700,Lighter,2019-02-04,0,Yuki游戏制作组,二次元手帐,windows;mac,0,Single-player,Adventure;Casual;Indie;RPG;Simulation;Early Access,Early Access;Indie;Adventure,0,31,3,0,0,0-20000,3.99
375330,Butsbal,2015-06-03,1,Xtase Studios,Xtase Studios,windows;linux,0,Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Partial Controller Support,Action;Indie,Action;Indie,6,30,29,0,0,0-20000,1.99
335450,Curse of the Assassin,2015-05-12,1,Tin Man Games,Tin Man Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Adventure;RPG;Indie,32,18,1,0,0,0-20000,3.99
614830,ViveSpray 2,2017-12-27,1,ciwolsey,ciwolsey,windows,0,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0,22,3,0,0,0-20000,5.99
904500,Grompula,2018-09-06,1,Evan Hecht,Evan Hecht,windows,0,Single-player,Action;Free to Play;Indie,Free to Play;Indie;Action,0,16,1,0,0,0-20000,0.0
418270,Draw Slasher,2016-10-13,1,Mass Creation,Mass Creation,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure,13,71,28,0,0,0-20000,3.99
316660,Toast Time,2014-08-27,1,Force Of Habit,Force Of Habit,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie;Strategy,Indie;Casual;Action,9,59,15,0,0,20000-50000,3.99
310790,Geometry Wars™ 3: Dimensions Evolved,2014-11-25,1,Lucid Games;Aspyr (Mac & Linux),"Sierra;Activision;Aspyr (Mac, Linux)",windows;mac;linux,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action,Action;Arcade;Twin Stick Shooter,30,910,100,2,2,100000-200000,11.99
